image #,Prediction v. GT mSSIM,Input v. GT mSSIM,Prediction v. GT NRMSE,Input v. GT NRMSE
spots_3.tif,0.9991272771869929,0.9101315221532655,0.06808006968237808,0.23195128839482712
spots_5.tif,0.997994734614632,0.7791049646714858,0.06961021692613514,0.21789353516295717
spots_4.tif,0.9991116053242368,0.9108923714607751,0.0685340748896974,0.2320777608220456
