loss,val_loss
0.24304508933948957,0.18591777410196222
0.1965834354854251,0.1942644423764685
0.19300402481047835,0.16846935442392377
0.19193934375011282,0.1681121019349582
0.1813921053303817,0.1681820229343746
0.17714685060823895,0.16746687051178752
0.17361068506211721,0.16746642520462257
0.17206742041883497,0.16794800430104354
0.17104306054992793,0.16914970969808274
0.17114095073714206,0.17341570707334988
0.170880717667534,0.16696109115213587
0.16971320683110838,0.16766962599063265
0.17035665914143294,0.16742783007414444
0.17045434626380335,0.16851530692715574
0.16924698732743038,0.16661351215148318
0.16974354105454018,0.1665613353252411
0.17168780854759166,0.1695360686899959
0.16873034292174013,0.1665390109670335
0.170003510405687,0.16723851246246393
0.17040055387179517,0.16785604353400244
0.16927002779408998,0.16716370945391448
0.16919345444841272,0.16620778488940086
0.16901747959482444,0.17768989507702815
0.16922787375980464,0.16771264339702716
0.16932311606192582,0.17004449212032816
0.16973963099654868,0.16681473419286202
0.16979557921920163,0.1656690922336302
0.1679563301527703,0.1662810092386992
0.1683999026886944,0.16756151430848715
0.16917993305523424,0.16743723344111788
